# CS_ID, depth (m)
 1,    286.36
 2,    318.02
 3,    405.68
 4,    460.08
 5,    526.62
 6,    596.95
 7,    669.51
 8,    731.58
 9,    757.69
10,    826.92
11,    884.69
12,    953.00
