# CS_ID, depth (m)
 1,    297.82
 2,    357.17
 3,    428.64
 4,    446.04
 5,    531.84
 6,    585.78
 7,    647.61
 8,    738.00
 9,    808.85
10,    858.27
11,    896.72
12,    969.62
