# CS_ID, depth (m)
 1,    272.28
 2,    334.81
 3,    436.84
 4,    463.92
 5,    513.12
 6,    598.50
 7,    651.55
 8,    711.36
 9,    783.30
10,    857.66
11,    932.66
12,    968.65
