# CS_ID, depth (m)
 1,    290.82
 2,    361.66
 3,    389.36
 4,    444.03
 5,    562.35
 6,    619.55
 7,    641.43
 8,    701.62
 9,    812.41
10,    861.48
11,    895.47
12,    967.28
