# CS_ID, depth (m)
 1,    279.00
 2,    335.15
 3,    413.03
 4,    499.13
 5,    551.19
 6,    621.38
 7,    676.02
 8,    697.34
 9,    809.72
10,    869.85
11,    917.06
12,    937.88
