# CS_ID, depth (m)
 1,    269.05
 2,    373.20
 3,    391.27
 4,    452.16
 5,    506.87
 6,    597.43
 7,    676.56
 8,    744.20
 9,    768.07
10,    872.20
11,    923.59
12,    981.51
