# CS_ID, depth (m)
 1,    307.19
 2,    362.64
 3,    402.31
 4,    449.33
 5,    533.80
 6,    598.72
 7,    640.51
 8,    735.59
 9,    757.36
10,    852.64
11,    925.13
12,    948.01
