# CS_ID, depth (m)
 1,    301.62
 2,    367.91
 3,    385.69
 4,    478.73
 5,    548.32
 6,    589.60
 7,    636.72
 8,    727.03
 9,    778.53
10,    851.21
11,    936.19
12,    952.28
