# CS_ID, depth (m)
 1,    277.98
 2,    316.85
 3,    402.93
 4,    485.47
 5,    542.36
 6,    573.56
 7,    630.38
 8,    701.28
 9,    774.96
10,    849.89
11,    902.77
12,    945.44
