# CS_ID, depth (m)
 1,    289.37
 2,    364.72
 3,    423.14
 4,    482.69
 5,    558.40
 6,    616.06
 7,    636.01
 8,    696.29
 9,    796.57
10,    846.76
11,    883.10
12,    959.18
