# CS_ID, depth (m)
 1,    280.18
 2,    361.84
 3,    414.84
 4,    467.57
 5,    552.02
 6,    591.44
 7,    656.71
 8,    694.37
 9,    804.30
10,    841.22
11,    879.96
12,    946.20
