# CS_ID, depth (m)
 1,    261.40
 2,    334.17
 3,    381.13
 4,    496.37
 5,    528.58
 6,    617.73
 7,    675.46
 8,    714.92
 9,    787.65
10,    859.76
11,    875.52
12,    977.49
