# CS_ID, depth (m)
 1,    272.42
 2,    330.96
 3,    415.42
 4,    472.62
 5,    544.57
 6,    613.22
 7,    634.89
 8,    734.67
 9,    789.56
10,    860.93
11,    914.13
12,    992.97
