# CS_ID, depth (m)
 1,    279.08
 2,    363.69
 3,    428.86
 4,    457.64
 5,    552.34
 6,    574.93
 7,    626.78
 8,    727.99
 9,    764.61
10,    855.61
11,    915.04
12,    982.46
