# CS_ID, depth (m)
 1,    282.36
 2,    354.01
 3,    395.21
 4,    437.80
 5,    521.66
 6,    619.84
 7,    632.27
 8,    702.06
 9,    790.48
10,    830.15
11,    902.33
12,    968.01
