# CS_ID, depth (m)
 1,    291.25
 2,    358.01
 3,    400.80
 4,    471.81
 5,    510.79
 6,    621.36
 7,    651.41
 8,    739.92
 9,    754.54
10,    870.40
11,    903.36
12,    985.22
