# CS_ID, depth (m)
 1,    294.91
 2,    362.52
 3,    407.16
 4,    498.01
 5,    522.32
 6,    573.46
 7,    625.46
 8,    693.61
 9,    750.61
10,    843.09
11,    880.82
12,    993.61
