# CS_ID, depth (m)
 1,    295.73
 2,    346.94
 3,    412.59
 4,    469.41
 5,    511.53
 6,    564.64
 7,    646.76
 8,    711.70
 9,    797.51
10,    857.63
11,    928.85
12,    984.62
