# CS_ID, depth (m)
 1,    264.61
 2,    327.70
 3,    385.94
 4,    444.16
 5,    539.17
 6,    603.64
 7,    663.68
 8,    702.36
 9,    804.50
10,    855.83
11,    916.60
12,    989.36
