# CS_ID, depth (m)
 1,    293.13
 2,    373.63
 3,    422.29
 4,    493.81
 5,    543.80
 6,    602.08
 7,    648.63
 8,    700.23
 9,    812.21
10,    828.54
11,    936.88
12,    963.35
