# CS_ID, depth (m)
 1,    268.41
 2,    374.95
 3,    435.24
 4,    466.15
 5,    538.59
 6,    588.92
 7,    679.86
 8,    699.96
 9,    785.39
10,    840.74
11,    887.55
12,    984.43
