# CS_ID, depth (m)
 1,    312.25
 2,    316.96
 3,    428.94
 4,    482.17
 5,    523.15
 6,    587.02
 7,    634.77
 8,    693.05
 9,    774.66
10,    859.52
11,    900.65
12,    963.26
