# CS_ID, depth (m)
 1,    308.98
 2,    354.87
 3,    436.46
 4,    447.61
 5,    522.84
 6,    569.72
 7,    682.32
 8,    742.73
 9,    795.74
10,    868.93
11,    917.74
12,    944.76
