# CS_ID, depth (m)
 1,    285.64
 2,    344.32
 3,    410.47
 4,    444.35
 5,    543.43
 6,    597.92
 7,    666.00
 8,    741.00
 9,    780.13
10,    813.77
11,    932.61
12,    992.01
