# CS_ID, depth (m)
 1,    260.20
 2,    326.32
 3,    434.12
 4,    447.57
 5,    540.43
 6,    624.85
 7,    638.22
 8,    748.83
 9,    800.69
10,    869.79
11,    937.45
12,    946.03
