# CS_ID, depth (m)
 1,    282.28
 2,    355.36
 3,    401.39
 4,    465.29
 5,    537.84
 6,    616.28
 7,    649.62
 8,    723.84
 9,    808.44
10,    831.64
11,    916.48
12,    993.62
