# CS_ID, depth (m)
 1,    289.80
 2,    351.07
 3,    412.10
 4,    451.28
 5,    561.24
 6,    583.45
 7,    671.63
 8,    732.11
 9,    794.81
10,    856.23
11,    885.37
12,    980.69
