# CS_ID, depth (m)
 1,    301.22
 2,    368.98
 3,    375.11
 4,    462.15
 5,    502.37
 6,    575.06
 7,    672.30
 8,    698.30
 9,    776.24
10,    822.73
11,    924.97
12,    997.93
