# CS_ID, depth (m)
 1,    295.52
 2,    352.87
 3,    421.70
 4,    446.95
 5,    511.76
 6,    622.85
 7,    680.27
 8,    729.59
 9,    795.93
10,    826.16
11,    895.37
12,    996.38
