# CS_ID, depth (m)
 1,    295.01
 2,    331.41
 3,    417.14
 4,    445.38
 5,    514.38
 6,    604.19
 7,    657.02
 8,    726.46
 9,    809.01
10,    829.20
11,    889.64
12,    987.09
