# CS_ID, depth (m)
 1,    286.45
 2,    338.35
 3,    401.83
 4,    442.07
 5,    554.99
 6,    611.14
 7,    666.79
 8,    706.08
 9,    772.09
10,    827.99
11,    900.01
12,    939.40
