# CS_ID, depth (m)
 1,    258.20
 2,    314.89
 3,    392.44
 4,    451.73
 5,    525.37
 6,    615.46
 7,    647.41
 8,    697.80
 9,    760.16
10,    836.94
11,    926.05
12,    973.88
