# CS_ID, depth (m)
 1,    252.15
 2,    371.20
 3,    412.25
 4,    493.81
 5,    528.08
 6,    610.63
 7,    634.68
 8,    692.00
 9,    772.23
10,    865.16
11,    928.60
12,    955.87
