# CS_ID, depth (m)
 1,    272.14
 2,    314.36
 3,    413.18
 4,    469.91
 5,    535.33
 6,    624.47
 7,    664.86
 8,    747.59
 9,    807.70
10,    829.33
11,    880.97
12,    966.99
