# CS_ID, depth (m)
 1,    267.21
 2,    360.93
 3,    413.65
 4,    437.87
 5,    530.37
 6,    565.15
 7,    639.53
 8,    745.51
 9,    782.03
10,    818.56
11,    887.64
12,    969.74
