# CS_ID, depth (m)
 1,    289.67
 2,    324.66
 3,    414.95
 4,    478.68
 5,    525.16
 6,    565.36
 7,    680.72
 8,    712.74
 9,    760.20
10,    869.28
11,    891.56
12,    971.59
