# CS_ID, depth (m)
 1,    282.84
 2,    354.68
 3,    425.99
 4,    439.64
 5,    535.12
 6,    571.46
 7,    642.64
 8,    709.80
 9,    785.17
10,    848.16
11,    914.62
12,    967.08
