# CS_ID, depth (m)
 1,    265.36
 2,    334.85
 3,    386.91
 4,    475.54
 5,    556.29
 6,    564.88
 7,    683.60
 8,    745.38
 9,    760.48
10,    857.17
11,    906.05
12,    941.07
