# CS_ID, depth (m)
 1,    256.15
 2,    344.61
 3,    398.17
 4,    459.91
 5,    554.17
 6,    571.43
 7,    652.87
 8,    716.53
 9,    751.26
10,    857.97
11,    891.52
12,    959.04
