# CS_ID, depth (m)
 1,    291.97
 2,    364.97
 3,    395.06
 4,    445.23
 5,    556.33
 6,    606.94
 7,    661.26
 8,    729.75
 9,    807.35
10,    869.45
11,    902.73
12,    973.82
