# CS_ID, depth (m)
 1,    304.52
 2,    323.73
 3,    414.03
 4,    466.75
 5,    511.04
 6,    614.60
 7,    656.50
 8,    687.97
 9,    809.65
10,    815.46
11,    896.82
12,    956.37
