# CS_ID, depth (m)
 1,    250.48
 2,    337.10
 3,    414.12
 4,    478.67
 5,    559.12
 6,    613.86
 7,    639.15
 8,    746.78
 9,    790.89
10,    873.85
11,    889.32
12,    980.62
