# CS_ID, depth (m)
 1,    264.16
 2,    345.51
 3,    390.29
 4,    462.06
 5,    516.44
 6,    575.89
 7,    644.98
 8,    695.87
 9,    767.37
10,    814.02
11,    879.81
12,    965.88
