# CS_ID, depth (m)
 1,    308.53
 2,    352.75
 3,    396.64
 4,    499.69
 5,    556.97
 6,    584.30
 7,    627.09
 8,    730.92
 9,    774.61
10,    813.12
11,    886.03
12,    995.67
