# CS_ID, depth (m)
 1,    299.91
 2,    329.97
 3,    407.11
 4,    448.95
 5,    549.65
 6,    574.06
 7,    668.25
 8,    693.90
 9,    809.62
10,    857.89
11,    919.86
12,    952.72
