# CS_ID, depth (m)
 1,    292.29
 2,    354.36
 3,    400.76
 4,    471.54
 5,    536.98
 6,    617.55
 7,    642.53
 8,    732.99
 9,    798.82
10,    825.73
11,    935.21
12,    958.62
