# CS_ID, depth (m)
 1,    264.27
 2,    367.84
 3,    379.44
 4,    459.10
 5,    502.55
 6,    598.19
 7,    649.48
 8,    722.79
 9,    804.81
10,    845.64
11,    936.81
12,    964.22
