# CS_ID, depth (m)
 1,    298.96
 2,    332.58
 3,    429.63
 4,    471.10
 5,    543.52
 6,    590.52
 7,    666.98
 8,    709.20
 9,    791.11
10,    853.95
11,    879.74
12,    986.50
