# CS_ID, depth (m)
 1,    256.37
 2,    317.89
 3,    397.50
 4,    448.12
 5,    543.15
 6,    572.95
 7,    662.99
 8,    725.20
 9,    793.05
10,    857.64
11,    877.02
12,    979.55
