# CS_ID, depth (m)
 1,    258.75
 2,    363.22
 3,    396.98
 4,    495.29
 5,    560.50
 6,    617.53
 7,    657.71
 8,    709.30
 9,    784.32
10,    813.52
11,    876.24
12,    981.68
