# CS_ID, depth (m)
 1,    309.78
 2,    349.30
 3,    380.32
 4,    444.89
 5,    513.40
 6,    565.98
 7,    651.09
 8,    700.16
 9,    788.14
10,    818.47
11,    902.09
12,    952.67
