# CS_ID, depth (m)
 1,    255.48
 2,    318.89
 3,    404.00
 4,    444.76
 5,    511.89
 6,    603.52
 7,    661.64
 8,    723.21
 9,    805.31
10,    860.77
11,    900.41
12,    949.47
