# CS_ID, depth (m)
 1,    279.65
 2,    361.53
 3,    408.01
 4,    491.06
 5,    515.30
 6,    621.54
 7,    659.47
 8,    738.78
 9,    802.93
10,    849.88
11,    924.02
12,    973.12
