# CS_ID, depth (m)
 1,    304.21
 2,    350.21
 3,    430.66
 4,    459.08
 5,    503.20
 6,    622.36
 7,    666.37
 8,    746.29
 9,    809.04
10,    846.48
11,    877.90
12,    979.48
