# CS_ID, depth (m)
 1,    275.45
 2,    355.99
 3,    416.02
 4,    459.30
 5,    524.19
 6,    566.03
 7,    684.91
 8,    690.20
 9,    770.56
10,    870.20
11,    936.78
12,    994.48
