# CS_ID, depth (m)
 1,    272.38
 2,    331.74
 3,    382.06
 4,    466.96
 5,    530.49
 6,    576.96
 7,    651.21
 8,    725.33
 9,    755.50
10,    833.53
11,    935.33
12,    996.46
