# CS_ID, depth (m)
 1,    274.86
 2,    345.04
 3,    410.30
 4,    450.65
 5,    529.43
 6,    588.35
 7,    648.76
 8,    733.19
 9,    784.50
10,    872.34
11,    896.77
12,    972.51
