# CS_ID, depth (m)
 1,    290.76
 2,    343.77
 3,    412.79
 4,    493.59
 5,    533.65
 6,    584.09
 7,    656.18
 8,    687.75
 9,    796.85
10,    856.91
11,    925.46
12,    953.59
