# CS_ID, depth (m)
 1,    281.04
 2,    353.90
 3,    422.48
 4,    458.00
 5,    526.20
 6,    599.50
 7,    636.64
 8,    726.27
 9,    786.87
10,    835.00
11,    934.95
12,    980.62
