# CS_ID, depth (m)
 1,    263.70
 2,    369.78
 3,    425.90
 4,    474.11
 5,    534.25
 6,    578.02
 7,    670.82
 8,    692.54
 9,    792.46
10,    815.01
11,    935.78
12,    960.00
