# CS_ID, depth (m)
 1,    296.37
 2,    369.70
 3,    378.62
 4,    439.36
 5,    537.30
 6,    624.32
 7,    641.96
 8,    700.00
 9,    763.99
10,    846.80
11,    926.85
12,    992.31
