# CS_ID, depth (m)
 1,    280.96
 2,    331.06
 3,    381.41
 4,    492.47
 5,    526.81
 6,    589.72
 7,    682.60
 8,    689.69
 9,    754.63
10,    845.33
11,    899.93
12,    981.45
