# CS_ID, depth (m)
 1,    286.66
 2,    337.70
 3,    427.66
 4,    470.12
 5,    534.35
 6,    567.15
 7,    685.47
 8,    727.35
 9,    777.40
10,    812.85
11,    897.81
12,    974.64
