# CS_ID, depth (m)
 1,    273.79
 2,    322.53
 3,    397.16
 4,    499.88
 5,    505.26
 6,    579.17
 7,    654.22
 8,    716.53
 9,    750.92
10,    833.18
11,    920.24
12,    977.62
